source,name,platform,completion_percent,bronze_earned,silver_earned,gold_earned,platinum_earned,bronze_total,silver_total,gold_total,platinum_total,last_updated,hours_played
Steam,Medal of Honor(TM) Multiplayer,PC,,,,,,,,,,,0.0
Steam,Medal of Honor(TM) Single Player,PC,,,,,,,,,,,0.0
Steam,Megabonk,PC,,,,,,,,,,,2.8
Steam,Men of War: Assault Squad 2,PC,,,,,,,,,,,0.0
Steam,MetaMorph,PC,,,,,,,,,,,0.0
Steam,MetaPhysical,PC,,,,,,,,,,,0.0
Steam,Middle-earth™: Shadow of Mordor™,PC,,,,,,,,,,,29.8
Steam,Middle-earth™: Shadow of War™,PC,,,,,,,,,,,0.0
Steam,Mini Ninjas,PC,,,,,,,,,,,0.0
Steam,Mirror's Edge,PC,,,,,,,,,,,0.0
Steam,MirrorMoon EP,PC,,,,,,,,,,,0.0
Steam,Misadventures of Laura Silver,PC,,,,,,,,,,,0.0
Steam,Monster Prom,PC,,,,,,,,,,,0.0
Steam,Monster Train,PC,,,,,,,,,,,41.7
Steam,Moon Hunters,PC,,,,,,,,,,,0.0
Steam,Mortal Kombat Kollection,PC,,,,,,,,,,,0.0
Steam,Motorsport Manager,PC,,,,,,,,,,,0.0
Steam,Mouthwashing,PC,,,,,,,,,,,0.0
Steam,Murder by Numbers,PC,,,,,,,,,,,0.0
Steam,Murderous Pursuits,PC,,,,,,,,,,,0.0
Steam,MX vs. ATV Reflex,PC,,,,,,,,,,,0.0
Steam,My Memory of Us,PC,,,,,,,,,,,0.0
Steam,Natural Selection 2,PC,,,,,,,,,,,0.0
Steam,NBA 2K20,PC,,,,,,,,,,,0.0
Steam,Neo Cab,PC,,,,,,,,,,,0.0
Steam,Neon Abyss,PC,,,,,,,,,,,0.0
Steam,New World: Aeternum,PC,,,,,,,,,,,381.4
Steam,New World: Aeternum Open Beta,PC,,,,,,,,,,,15.1
Steam,Ninja Senki DX,PC,,,,,,,,,,,0.0
Steam,No Time To Explain Remastered,PC,,,,,,,,,,,0.0
Steam,Norland,PC,,,,,,,,,,,6.9
Steam,Northgard: Definitive Edition,PC,,,,,,,,,,,0.0
Steam,Observer,PC,,,,,,,,,,,0.0
Steam,Oddworld: Abe's Oddysee,PC,,,,,,,,,,,0.0
Steam,Old World,PC,,,,,,,,,,,0.0
Steam,Omensight,PC,,,,,,,,,,,0.0
Steam,"On the Rain-Slick Precipice of Darkness, Episode One",PC,,,,,,,,,,,0.0
Steam,One Way Heroics,PC,,,,,,,,,,,0.0
Steam,Orbi Universo,PC,,,,,,,,,,,0.0
Steam,Orcs Must Die!,PC,,,,,,,,,,,0.0
Steam,Orcs Must Die! 2,PC,,,,,,,,,,,1.5
Steam,Orcs Must Die! 3,PC,,,,,,,,,,,0.0
Steam,Organ Trail: Director's Cut,PC,,,,,,,,,,,0.0
Steam,ORX,PC,,,,,,,,,,,43.5
Steam,Outlast,PC,,,,,,,,,,,0.0
Steam,OUTRIDERS,PC,,,,,,,,,,,67.7
Steam,Overgrowth,PC,,,,,,,,,,,0.0
Steam,Overlord II,PC,,,,,,,,,,,0.0
Steam,Oxygen Not Included,PC,,,,,,,,,,,113.5
Steam,PAC-MAN™ CHAMPIONSHIP EDITION 2,PC,,,,,,,,,,,0.0
Steam,Pankapu,PC,,,,,,,,,,,0.0
Steam,Paperball,PC,,,,,,,,,,,0.0
Steam,Paradise Lost,PC,,,,,,,,,,,0.0
Steam,Paradise Marsh,PC,,,,,,,,,,,0.0
Steam,Party Hard,PC,,,,,,,,,,,0.0
Steam,Patch Quest,PC,,,,,,,,,,,0.0
Steam,Path of Exile,PC,,,,,,,,,,,0.3
Steam,Pathfinder: Kingmaker,PC,,,,,,,,,,,7.3
Steam,Pathway,PC,,,,,,,,,,,0.0
Steam,Patrick's Parabox,PC,,,,,,,,,,,0.0
Steam,PAYDAY 2,PC,,,,,,,,,,,0.0
Steam,PC Building Simulator,PC,,,,,,,,,,,0.0
Steam,Pendragon,PC,,,,,,,,,,,0.0
Steam,Pesterquest,PC,,,,,,,,,,,0.0
Steam,Phantom Doctrine,PC,,,,,,,,,,,14.6
Steam,Phoenix Point,PC,,,,,,,,,,,20.7
Steam,PictoQuest,PC,,,,,,,,,,,0.0
Steam,Pikuniku,PC,,,,,,,,,,,0.1
Steam,Pixel Galaxy,PC,,,,,,,,,,,0.0
Steam,Plague Inc: Evolved,PC,,,,,,,,,,,0.0
Steam,Planet of the Eyes,PC,,,,,,,,,,,0.0
Steam,Planetary Annihilation,PC,,,,,,,,,,,0.0
Steam,PlateUp!,PC,,,,,,,,,,,1.3
Steam,Popo's Tower,PC,,,,,,,,,,,0.0
Steam,Potatoman Seeks the Troof,PC,,,,,,,,,,,0.0
Steam,Primal Light,PC,,,,,,,,,,,0.0
Steam,Prison Architect,PC,,,,,,,,,,,0.0
Steam,Project Winter,PC,,,,,,,,,,,0.0
Steam,Project Zomboid,PC,,,,,,,,,,,203.5
Steam,Psychonauts,PC,,,,,,,,,,,0.0
Steam,Pumped BMX +,PC,,,,,,,,,,,0.0
Steam,Purrfect Date,PC,,,,,,,,,,,0.0
Steam,Q.U.B.E.,PC,,,,,,,,,,,0.0
Steam,Radical Rabbit Stew,PC,,,,,,,,,,,0.0
Steam,Raft,PC,,,,,,,,,,,18.9
Steam,Rampage Knights,PC,,,,,,,,,,,0.0
Steam,Rapture Rejects,PC,,,,,,,,,,,0.0
Steam,RAW - Realms of Ancient War,PC,,,,,,,,,,,0.0
Steam,Realpolitiks,PC,,,,,,,,,,,0.0
Steam,Rebel Inc: Escalation,PC,,,,,,,,,,,4.2
Steam,Rebuild 3: Gangs of Deadsville,PC,,,,,,,,,,,0.0
Steam,Red Orchestra 2: Heroes of Stalingrad - Single Player,PC,,,,,,,,,,,0.0
Steam,Regions Of Ruin,PC,,,,,,,,,,,0.0
Steam,Regular Human Basketball,PC,,,,,,,,,,,0.0
Steam,Reigns,PC,,,,,,,,,,,0.0
Steam,Reigns: Her Majesty,PC,,,,,,,,,,,0.0
Steam,Repella Fella,PC,,,,,,,,,,,0.0
Steam,RimWorld,PC,,,,,,,,,,,383.1
Steam,Ring of Elysium,PC,,,,,,,,,,,0.5
Steam,Rise of Industry,PC,,,,,,,,,,,0.0
Steam,Rising Storm 2: Vietnam,PC,,,,,,,,,,,0.0
Steam,Rising Storm/Red Orchestra 2 Multiplayer,PC,,,,,,,,,,,0.0
Steam,Rocketbirds: Hardboiled Chicken,PC,,,,,,,,,,,1.2
Steam,Rogue Tower,PC,,,,,,,,,,,16.8
Steam,Rogue Waters,PC,,,,,,,,,,,0.0
Steam,Rust,PC,,,,,,,,,,,531.6
Steam,Rust - Staging Branch,PC,,,,,,,,,,,0.3
Steam,Rusty Lake Hotel,PC,,,,,,,,,,,0.0
Steam,Rusty's Retirement,PC,,,,,,,,,,,0.0
Steam,Safety First!,PC,,,,,,,,,,,0.0
Steam,Samurai GUNN,PC,,,,,,,,,,,0.0
Steam,Sanctum,PC,,,,,,,,,,,0.0
Steam,Sanctum 2,PC,,,,,,,,,,,9.2
Steam,Sang-Froid - Tales of Werewolves,PC,,,,,,,,,,,0.0
Steam,Sapiens,PC,,,,,,,,,,,3.8
Steam,Satellite Reign,PC,,,,,,,,,,,0.0
Steam,Satisfactory,PC,,,,,,,,,,,187.2
Steam,Scanner Sombre,PC,,,,,,,,,,,0.0
Steam,Scorn,PC,,,,,,,,,,,0.0
Steam,Scribblenauts Unlimited,PC,,,,,,,,,,,0.0
Steam,Serious Sam 3: BFE,PC,,,,,,,,,,,0.0
Steam,Serious Sam Fusion 2017 (beta),PC,,,,,,,,,,,0.0
Steam,Serious Sam HD: The First Encounter,PC,,,,,,,,,,,0.0
Steam,Serious Sam HD: The Second Encounter,PC,,,,,,,,,,,0.0
Steam,Shadow of the Tomb Raider,PC,,,,,,,,,,,0.0
Steam,Shadow Warrior Classic Redux,PC,,,,,,,,,,,0.0
Steam,Shadows of Doubt,PC,,,,,,,,,,,0.0
Steam,Sherlock Holmes and The Hound of The Baskervilles,PC,,,,,,,,,,,0.0
Steam,Sherlock Holmes: The Mystery of The Persian Carpet,PC,,,,,,,,,,,0.0
Steam,Shift Happens,PC,,,,,,,,,,,0.0
Steam,Shoppe Keep,PC,,,,,,,,,,,0.0
Steam,Sid Meier's Civilization III: Complete,PC,,,,,,,,,,,0.0
Steam,Sid Meier's Civilization V,PC,,,,,,,,,,,724.7
Steam,Sins of a Solar Empire: Rebellion,PC,,,,,,,,,,,0.0
Steam,"Sir, You Are Being Hunted",PC,,,,,,,,,,,0.0
Steam,Sizeable,PC,,,,,,,,,,,1.8
Steam,Skara - The Blade Remains,PC,,,,,,,,,,,0.0
Steam,Skillshot City,PC,,,,,,,,,,,0.0
Steam,Skullgirls 2nd Encore,PC,,,,,,,,,,,0.2
Steam,Skullgirls ∞Endless Beta∞,PC,,,,,,,,,,,0.0
Steam,SkyScrappers,PC,,,,,,,,,,,0.0
Steam,Slay the Spire,PC,,,,,,,,,,,129.6
Steam,Slay the Spire 2,PC,,,,,,,,,,,11.7
Steam,Sniper Elite 3,PC,,,,,,,,,,,8.6
Steam,Sokpop S06: bobo robot,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: fishy,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: Good Goods Incorporated,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: Klym,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: Ollie & Bollie: Outdoor Estate,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: sokbots,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: Sproots,PC,,,,,,,,,,,0.0
Steam,Sokpop S06: Sunset Kingdom,PC,,,,,,,,,,,0.0
Steam,Sokpop S07: Chatventures,PC,,,,,,,,,,,0.0
Steam,Sokpop S07: sok-worlds,PC,,,,,,,,,,,0.0
Steam,Sokpop S09: Flipper Volcano,PC,,,,,,,,,,,0.0
Steam,Sokpop S09: King Pins,PC,,,,,,,,,,,0.0
Steam,Sokpop S09: pyramida,PC,,,,,,,,,,,0.0
Steam,Sokpop S10: Pocket Watch,PC,,,,,,,,,,,0.0
Steam,Sonic and SEGA All Stars Racing,PC,,,,,,,,,,,0.0
Steam,Space Crew: Legendary Edition,PC,,,,,,,,,,,0.0
Steam,Spec Ops: The Line,PC,,,,,,,,,,,0.0
Steam,Speed Brawl,PC,,,,,,,,,,,0.0
Steam,Spelunky,PC,,,,,,,,,,,0.0
Steam,Spiritfall,PC,,,,,,,,,,,0.0
Steam,Splice,PC,,,,,,,,,,,0.0
Steam,Stacklands,PC,,,,,,,,,,,7.5
Steam,"Star Wars: Battlefront 2 (Classic, 2005)",PC,,,,,,,,,,,0.0
Steam,STAR WARS™ Empire at War: Gold Pack,PC,,,,,,,,,,,0.0
Steam,STAR WARS™ Jedi Knight II: Jedi Outcast™,PC,,,,,,,,,,,0.0
Steam,STAR WARS™ Jedi Knight: Dark Forces II,PC,,,,,,,,,,,0.0
Steam,STAR WARS™ Jedi Knight: Jedi Academy™,PC,,,,,,,,,,,0.0
Steam,STAR WARS™ Knights of the Old Republic™,PC,,,,,,,,,,,0.1
Steam,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,PC,,,,,,,,,,,37.3
Steam,STAR WARS™ Republic Commando,PC,,,,,,,,,,,0.0
Steam,STAR WARS™ Starfighter™,PC,,,,,,,,,,,0.0
Steam,STAR WARS™: Dark Forces,PC,,,,,,,,,,,0.0
Steam,STAR WARS™: The Force Unleashed™ II,PC,,,,,,,,,,,0.0
Steam,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,PC,,,,,,,,,,,0.0
Steam,Starbound,PC,,,,,,,,,,,0.0
Steam,Starbound - Unstable,PC,,,,,,,,,,,0.0
Steam,Stealth Inc 2,PC,,,,,,,,,,,0.0
Steam,Stick Fight: The Game,PC,,,,,,,,,,,0.0
Steam,Sticky Business,PC,,,,,,,,,,,0.0
Steam,Stories: The Path of Destinies,PC,,,,,,,,,,,0.0
Steam,Stronghold Crusader Extreme HD,PC,,,,,,,,,,,0.0
Steam,Stronghold Crusader HD,PC,,,,,,,,,,,0.0
Steam,Submachine: Legacy,PC,,,,,,,,,,,0.0
Steam,Sunless Sea,PC,,,,,,,,,,,0.0
Steam,Sunlight,PC,,,,,,,,,,,0.0
Steam,Super Auto Pets,PC,,,,,,,,,,,13.8
Steam,Super Hexagon,PC,,,,,,,,,,,0.0
Steam,Super Time Force Ultra,PC,,,,,,,,,,,0.0
Steam,Superfrog HD,PC,,,,,,,,,,,0.0
Steam,SUPERHOT,PC,,,,,,,,,,,0.0
Steam,SUPERHOT: MIND CONTROL DELETE,PC,,,,,,,,,,,0.0
Steam,Surviving Mars,PC,,,,,,,,,,,0.2
Steam,Swords 'n Magic and Stuff,PC,,,,,,,,,,,0.0
Steam,System Shock: Classic,PC,,,,,,,,,,,0.0
Steam,System Shock: Enhanced Edition,PC,,,,,,,,,,,0.0
Steam,System Shock® 2 (1999),PC,,,,,,,,,,,0.0
Steam,Tactical Breach Wizards,PC,,,,,,,,,,,1.0
Steam,Tales of the Neon Sea,PC,,,,,,,,,,,0.0
Steam,Talisman: Digital Classic Edition,PC,,,,,,,,,,,2.6
Steam,Talisman: Prologue,PC,,,,,,,,,,,0.0
Steam,Tanuki Sunset,PC,,,,,,,,,,,0.0
Steam,Tenderfoot Tactics,PC,,,,,,,,,,,0.0
Steam,Terraforming Mars,PC,,,,,,,,,,,0.0
Steam,The Ball,PC,,,,,,,,,,,0.0
Steam,The Bard's Tale,PC,,,,,,,,,,,3.8
Steam,The Battle of Polytopia,PC,,,,,,,,,,,0.0
Steam,The Bureau: XCOM Declassified,PC,,,,,,,,,,,0.0
Steam,The Darkness II,PC,,,,,,,,,,,0.0
Steam,The Dungeon Beneath,PC,,,,,,,,,,,3.2
Steam,The First Tree,PC,,,,,,,,,,,0.0
Steam,The Flame in the Flood,PC,,,,,,,,,,,0.0
Steam,The Forest,PC,,,,,,,,,,,0.5
Steam,The Galactic Junkers,PC,,,,,,,,,,,0.0
Steam,The Hex,PC,,,,,,,,,,,0.0
Steam,The Incredible Adventures of Van Helsing: Final Cut,PC,,,,,,,,,,,0.0
Steam,The Jackbox Party Pack 2,PC,,,,,,,,,,,0.1
Steam,The Jackbox Party Pack 4,PC,,,,,,,,,,,0.0
Steam,The Last Spell,PC,,,,,,,,,,,119.3
Steam,The Lord of the Rings: Adventure Card Game - Definitive Edition,PC,,,,,,,,,,,24.9
Steam,The Lord of the Rings: War in the North,PC,,,,,,,,,,,3.8
Steam,The Red Solstice,PC,,,,,,,,,,,0.0
Steam,The Royal Writ,PC,,,,,,,,,,,0.0
Steam,The Turing Test,PC,,,,,,,,,,,0.0
Steam,The Void Rains Upon Her Heart,PC,,,,,,,,,,,0.0
Steam,The Whispered World,PC,,,,,,,,,,,0.0
Steam,The Whispered World Special Edition,PC,,,,,,,,,,,0.0
Steam,The Witness,PC,,,,,,,,,,,0.0
Steam,The World Next Door,PC,,,,,,,,,,,0.0
Steam,Thea 2: The Shattering,PC,,,,,,,,,,,33.8
Steam,Thea: The Awakening,PC,,,,,,,,,,,0.0
Steam,theHunter: Call of the Wild™,PC,,,,,,,,,,,4.5
Steam,Thief Gold,PC,,,,,,,,,,,0.0
Steam,This Is the Police,PC,,,,,,,,,,,0.0
Steam,This War of Mine,PC,,,,,,,,,,,0.0
Steam,Throne of Lies®: Medieval Politics,PC,,,,,,,,,,,0.0
Steam,Thunder Wolves,PC,,,,,,,,,,,0.0
Steam,Ticket to Ride,PC,,,,,,,,,,,1.7
Steam,Tilt Brush,PC,,,,,,,,,,,0.0
Steam,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,PC,,,,,,,,,,,0.0
Steam,Titan Quest Anniversary Edition,PC,,,,,,,,,,,0.0
Steam,Tomb Raider,PC,,,,,,,,,,,0.0
Steam,Tooth and Tail,PC,,,,,,,,,,,0.0
Steam,Torchlight II,PC,,,,,,,,,,,21.0
Steam,Total War: WARHAMMER,PC,,,,,,,,,,,0.0
Steam,Total War: WARHAMMER II,PC,,,,,,,,,,,373.7
Steam,Total War: WARHAMMER III,PC,,,,,,,,,,,123.6
Steam,Totally Accurate Battle Simulator,PC,,,,,,,,,,,1.8
Steam,Tower Unite,PC,,,,,,,,,,,0.0
Steam,Toy Tinker Simulator,PC,,,,,,,,,,,0.0
Steam,Train Sim World® 6,PC,,,,,,,,,,,0.0
Steam,Train Simulator Classic,PC,,,,,,,,,,,2.2
Steam,Transistor,PC,,,,,,,,,,,0.0
Steam,Trine,PC,,,,,,,,,,,8.5
Steam,Trine 2,PC,,,,,,,,,,,6.1
Steam,Trine 3: The Artifacts of Power,PC,,,,,,,,,,,0.0
Steam,Tropico 3 - Steam Special Edition,PC,,,,,,,,,,,0.0
Steam,Tropico 4,PC,,,,,,,,,,,32.5
Steam,Tumblestone,PC,,,,,,,,,,,0.0
Steam,Turnip Boy Commits Tax Evasion,PC,,,,,,,,,,,0.0
Steam,Two Point Campus,PC,,,,,,,,,,,0.0
Steam,Two Worlds II HD,PC,,,,,,,,,,,0.0
Steam,Ultimate Chicken Horse,PC,,,,,,,,,,,0.0
Steam,Undertale,PC,,,,,,,,,,,0.0
Steam,Unholy Heights,PC,,,,,,,,,,,0.0
Steam,Unrailed!,PC,,,,,,,,,,,0.0
Steam,Urban Trial Tricky,PC,,,,,,,,,,,0.0
Steam,Use Your Words,PC,,,,,,,,,,,0.0
Steam,V Rising,PC,,,,,,,,,,,33.3
Steam,Valfaris,PC,,,,,,,,,,,0.0
Steam,Valheim,PC,,,,,,,,,,,392.8
Steam,Vampire Survivors,PC,,,,,,,,,,,97.5
Steam,Velocity®Ultra,PC,,,,,,,,,,,0.0
Steam,Vertiginous Golf,PC,,,,,,,,,,,0.0
Steam,Vibrant Venture,PC,,,,,,,,,,,0.0
Steam,Viking Rise,PC,,,,,,,,,,,2.3
Steam,Viscera Cleanup Detail,PC,,,,,,,,,,,0.0
Steam,Viscera Cleanup Detail: Santa's Rampage,PC,,,,,,,,,,,0.0
Steam,Viscera Cleanup Detail: Shadow Warrior,PC,,,,,,,,,,,0.0
Steam,VVVVVV,PC,,,,,,,,,,,0.0
Steam,Waking,PC,,,,,,,,,,,0.0
Steam,War for the Overworld,PC,,,,,,,,,,,0.0
Steam,Warframe,PC,,,,,,,,,,,395.6
Steam,"Warhammer 40,000: Chaos Gate - Daemonhunters",PC,,,,,,,,,,,99.6
Steam,"Warhammer 40,000: Darktide",PC,,,,,,,,,,,6.9
Steam,"Warhammer 40,000: Darktide Closed Beta",PC,,,,,,,,,,,10.9
Steam,"Warhammer 40,000: Dawn of War - Anniversary Edition ",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Dawn of War - Dark Crusade",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Dawn of War - Soulstorm",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Dawn of War - Winter Assault",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Dawn of War II - Anniversary Edition",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Dawn of War II - Retribution",PC,,,,,,,,,,,37.0
Steam,"Warhammer 40,000: Dawn of War III",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Deathwatch - Enhanced Edition",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Gladius - Relics of War",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Kill Team",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Sanctus Reach",PC,,,,,,,,,,,0.0
Steam,"Warhammer 40,000: Space Marine - Anniversary Edition",PC,,,,,,,,,,,0.0
Steam,Warhammer Underworlds - Shadespire Edition,PC,,,,,,,,,,,0.0
Steam,Warhammer: End Times - Vermintide,PC,,,,,,,,,,,6.6
Steam,Warhammer: Vermintide 2,PC,,,,,,,,,,,42.0
Steam,WARSAW RISING: City of Heroes,PC,,,,,,,,,,,0.0
Steam,Wheels of Aurelia,PC,,,,,,,,,,,0.0
Steam,Wild Bastards,PC,,,,,,,,,,,0.0
Steam,Wildermyth,PC,,,,,,,,,,,0.0
Steam,Wildfrost,PC,,,,,,,,,,,0.3
Steam,Windscape,PC,,,,,,,,,,,0.0
Steam,Witch It,PC,,,,,,,,,,,0.0
Steam,Wizard of Legend,PC,,,,,,,,,,,0.0
Steam,Workers & Resources: Soviet Republic,PC,,,,,,,,,,,203.2
Steam,World of Goo,PC,,,,,,,,,,,0.0
Steam,Worms Armageddon,PC,,,,,,,,,,,0.0
Steam,Worms Blast,PC,,,,,,,,,,,0.0
Steam,Worms Crazy Golf,PC,,,,,,,,,,,0.0
Steam,Worms Pinball,PC,,,,,,,,,,,0.0
Steam,Worms Reloaded,PC,,,,,,,,,,,0.0
Steam,Worms Revolution,PC,,,,,,,,,,,0.0
Steam,Worms Ultimate Mayhem,PC,,,,,,,,,,,0.0
Steam,Wunderling DX,PC,,,,,,,,,,,0.0
Steam,Wurm Unlimited,PC,,,,,,,,,,,0.0
Steam,XCOM 2,PC,,,,,,,,,,,137.4
Steam,XCOM: Chimera Squad,PC,,,,,,,,,,,38.7
Steam,XCOM: Enemy Unknown,PC,,,,,,,,,,,410.9
Steam,Xenonauts,PC,,,,,,,,,,,0.0
Steam,YORG.io,PC,,,,,,,,,,,1.6
Steam,YOU DON'T KNOW JACK HEADRUSH,PC,,,,,,,,,,,0.0
Steam,YOU DON'T KNOW JACK MOVIES,PC,,,,,,,,,,,0.1
Steam,YOU DON'T KNOW JACK SPORTS,PC,,,,,,,,,,,0.0
Steam,YOU DON'T KNOW JACK TELEVISION,PC,,,,,,,,,,,0.0
Steam,YOU DON'T KNOW JACK Vol. 1 XL,PC,,,,,,,,,,,0.0
Steam,You Suck at Parking® - Complete Edition,PC,,,,,,,,,,,0.0
Steam,Zombie Rollerz: Pinball Heroes,PC,,,,,,,,,,,0.0
Steam,Zombotron,PC,,,,,,,,,,,0.0
Steam,ΔV: Rings of Saturn,PC,,,,,,,,,,,0.0
